Muestra,Dato__1,Dato__2,Dato__3,Dato__4,Dato__5,Dato__6,Dato__7,Dato__8,Dato__9,Dato__10,Dato__11,Dato__12,Dato__13,Dato__14,Dato__15,Dato__16,Dato__17,Dato__18,Dato__19,Dato__20,Dato__21,Dato__22,Dato__23,Dato__24,Dato__25,Dato__26,Dato__27,Dato__28,Dato__29,Dato__30
Muestra__816,NA,42,40,24,33,34,26,34,28,33,46,44,45,32,32,28,33,NA,43,31,32,50,54,22,60,27,26,34,28,47
Muestra__817,27,42,34,31,26,36,25,35,32,30,23,32,34,24,31,55,46,29,30,36,34,40,32,45,40,42,35,60,47,49
Muestra__818,36,52,30,29,34,33,31,55,33,35,29,19,32,35,47,38,32,46,34,46,28,65,33,27,36,45,40,35,24,26
Muestra__819,26,29,25,42,33,46,24,44,45,29,30,34,28,32,40,31,25,32,35,46,46,40,33,19,40,NA,31,35,34,38
Muestra__820,49,34,35,43,48,35,65,46,42,35,33,27,30,33,58,36,40,31,31,50,28,60,30,27,24,44,33,44,24,40
Muestra__821,32,32,45,29,33,33,33,55,65,27,27,34,44,26,25,NA,63,24,33,40,40,33,31,32,47,29,30,40,37,34
Muestra__822,35,22,50,40,34,52,27,40,31,35,36,46,22,31,24,38,34,28,32,55,35,24,26,34,48,25,28,24,30,23
Muestra__823,NA,33,34,34,45,27,24,31,32,37,22,40,28,49,46,34,48,50,46,65,25,33,33,35,53,35,39,36,31,42
Muestra__824,29,31,NA,23,28,29,36,30,22,44,47,24,42,35,28,45,26,34,24,31,63,25,19,33,36,26,40,42,34,58
Muestra__825,29,44,30,40,27,33,34,38,27,36,32,29,46,35,34,28,42,45,35,65,38,46,22,36,35,22,36,25,32,34
Muestra__826,46,53,44,28,26,48,40,63,55,28,46,34,33,29,65,38,22,44,28,34,27,24,28,58,45,42,40,33,34,37
Muestra__827,34,47,34,28,65,35,31,65,50,27,36,43,55,40,25,38,31,34,46,42,33,24,54,36,35,50,33,24,28,28
Muestra__828,32,40,32,26,36,46,25,31,33,24,38,35,35,50,22,40,25,31,45,27,32,46,40,29,60,40,48,22,33,24
Muestra__829,31,34,30,35,48,43,27,32,22,34,31,40,33,26,50,60,65,35,36,22,31,24,36,42,44,32,35,27,50,38
Muestra__830,33,58,46,37,48,35,24,27,37,28,65,31,27,29,25,24,32,55,42,31,40,25,35,33,39,46,35,32,34,54
Muestra__831,32,25,29,37,23,42,24,46,33,42,45,55,33,31,44,35,27,46,40,26,35,40,45,19,58,27,22,31,36,24
Muestra__832,26,28,23,44,40,36,35,26,32,22,38,30,NA,44,NA,35,42,43,40,28,40,37,33,31,46,43,22,35,60,35
Muestra__833,45,27,35,60,63,26,49,44,30,46,38,31,29,33,26,29,35,48,24,34,34,32,25,27,32,40,53,58,34,40
Muestra__834,32,35,36,31,NA,26,35,34,65,24,36,45,25,26,40,33,35,44,27,52,24,35,44,25,37,28,34,46,26,31
Muestra__835,31,29,22,40,27,25,38,42,44,40,46,53,50,29,42,35,32,26,36,24,46,54,33,49,45,40,44,34,43,34
Muestra__836,30,38,24,46,42,34,50,27,58,37,40,32,65,25,27,34,42,36,35,52,32,46,26,42,35,44,31,29,55,33
Muestra__837,25,46,65,28,38,48,35,29,33,26,27,40,55,32,30,31,50,25,36,22,25,35,30,34,35,27,NA,48,43,33
Muestra__838,22,35,27,63,29,55,33,34,39,34,36,45,47,58,27,50,NA,31,45,28,31,33,65,40,44,35,29,40,32,30
Muestra__839,54,34,46,65,31,33,38,34,35,52,40,26,24,32,47,60,36,32,22,29,25,31,58,42,33,26,22,38,40,36
Muestra__840,34,42,25,40,27,55,24,35,NA,34,22,33,43,40,35,35,35,65,22,46,38,31,34,33,36,32,35,45,27,26
Muestra__841,42,33,26,48,28,35,25,37,35,32,40,34,26,40,65,58,31,49,31,40,39,24,44,32,26,26,47,45,46,40
Muestra__842,58,34,32,27,31,25,26,28,49,22,31,31,32,36,31,25,34,29,24,46,24,36,22,54,34,30,35,31,27,33
Muestra__843,30,24,44,40,55,31,37,50,58,33,27,27,29,31,36,34,28,34,40,35,33,29,26,60,24,32,44,46,27,24
Muestra__844,25,38,27,25,NA,32,44,63,45,54,27,27,36,45,37,35,24,42,33,34,35,58,53,35,46,35,31,35,31,40
Muestra__845,26,53,31,30,32,31,45,40,25,46,30,32,31,34,47,46,45,31,40,38,35,50,24,40,34,65,28,31,28,35
Muestra__846,49,55,42,43,35,32,34,33,45,35,34,37,42,55,26,37,35,33,25,43,38,25,34,52,46,22,25,35,27,46
Muestra__847,31,42,40,45,19,33,37,53,55,27,35,32,36,38,37,25,35,38,31,32,45,22,40,32,40,44,29,36,30,26
Muestra__848,36,29,31,26,27,25,30,25,38,28,27,29,29,33,34,28,26,35,26,45,40,58,24,37,31,NA,55,50,37,22
Muestra__849,46,22,28,27,30,25,63,NA,24,48,46,36,50,40,40,44,44,36,32,31,26,26,24,58,31,33,31,49,33,31
Muestra__850,33,32,34,27,31,32,55,24,46,39,24,26,22,40,32,22,28,29,35,38,31,27,34,25,19,50,27,25,63,34
Muestra__851,31,40,36,22,33,44,52,33,54,28,47,33,32,27,40,27,53,24,43,40,46,26,26,39,34,26,29,39,31,30
Muestra__852,34,31,36,48,55,32,25,42,24,27,27,37,26,29,44,35,24,63,40,35,33,53,52,34,33,29,34,37,42,31
Muestra__853,24,35,35,NA,46,29,30,52,31,25,22,32,35,29,45,24,35,37,33,31,40,46,28,31,31,40,35,33,35,NA
Muestra__854,40,40,22,40,35,25,34,46,65,19,33,58,25,32,22,26,33,58,45,38,63,33,45,49,36,33,55,25,40,34
Muestra__855,33,38,32,38,32,32,28,28,32,31,40,22,35,48,55,35,46,27,31,32,31,39,46,27,45,31,26,31,29,24
Muestra__856,32,25,42,37,31,32,24,27,33,33,48,31,26,46,39,26,28,34,29,33,37,30,65,26,45,35,34,24,50,46
Muestra__857,32,60,24,25,27,34,25,31,36,30,46,27,29,40,55,35,52,22,42,43,27,35,47,40,36,50,27,40,31,34
Muestra__858,35,22,45,37,29,35,55,34,31,45,24,30,44,42,40,35,35,31,54,26,34,33,22,33,35,24,28,25,30,36
Muestra__859,36,22,37,25,32,50,33,33,32,35,26,31,33,55,33,28,22,55,39,35,32,27,29,48,31,26,29,46,19,34
Muestra__860,32,NA,34,31,38,33,29,35,36,36,33,36,24,40,32,25,33,35,30,44,33,32,25,27,48,47,22,40,50,34
Muestra__861,38,25,33,30,30,30,31,31,28,34,35,58,33,32,26,29,25,50,34,32,NA,33,49,36,43,44,46,28,34,44
Muestra__862,27,65,27,43,28,58,48,31,50,63,31,33,26,40,38,42,33,24,40,24,33,35,32,26,35,34,34,19,40,40
Muestra__863,40,32,27,25,39,44,31,26,24,37,32,26,28,55,26,42,29,32,32,31,29,42,27,30,25,29,40,39,35,54
Muestra__864,26,NA,27,35,32,34,46,22,34,52,42,49,45,55,33,33,27,42,36,32,55,24,46,35,45,32,34,31,29,36
Muestra__865,NA,35,45,28,27,53,NA,46,25,27,35,32,40,36,29,39,34,35,32,32,31,24,45,26,31,26,29,31,40,42
Muestra__866,40,33,35,29,31,44,25,34,31,30,22,36,32,35,50,23,39,33,34,33,50,31,47,33,55,27,26,27,37,31
Muestra__867,39,43,54,24,48,36,32,NA,36,31,31,30,35,48,33,46,22,31,25,34,24,32,22,19,49,35,65,32,47,27
Muestra__868,31,30,46,48,31,54,46,27,44,40,40,43,60,43,35,31,40,34,37,42,40,25,48,32,35,36,31,34,27,NA
Muestra__869,42,32,27,28,34,25,44,40,25,63,35,55,31,38,33,54,48,44,26,50,37,50,36,36,40,31,40,24,26,33
Muestra__870,42,22,26,32,38,49,34,38,32,42,22,24,24,33,50,36,36,65,30,60,23,42,35,34,40,40,65,45,29,55
Muestra__871,34,37,34,42,46,32,60,28,43,24,26,32,32,54,26,27,27,33,45,45,55,33,52,39,37,50,55,31,44,38
Muestra__872,30,22,44,19,31,32,46,24,35,38,58,33,55,34,24,29,29,32,25,35,37,31,54,28,48,27,34,40,36,52
Muestra__873,31,40,36,27,37,34,32,22,24,34,22,52,44,45,26,25,33,33,53,25,35,42,31,37,34,31,65,47,40,34
Muestra__874,32,28,34,29,22,22,30,44,24,30,24,43,58,35,45,25,40,58,46,31,44,35,39,31,50,42,26,35,40,55
Muestra__875,48,NA,24,39,29,28,22,52,34,35,42,31,30,48,65,33,25,36,50,46,45,46,27,40,33,34,27,38,44,58
Muestra__876,65,55,46,39,24,36,40,35,33,45,36,29,34,22,40,40,37,32,37,43,46,65,22,27,27,42,35,35,58,36
Muestra__877,38,28,34,34,44,55,42,34,31,28,39,53,23,34,36,27,31,40,24,43,35,60,45,36,40,31,27,29,31,34
Muestra__878,33,27,24,45,55,58,33,55,52,31,34,30,36,38,46,25,35,31,37,28,19,31,31,28,NA,30,48,27,33,40
Muestra__879,50,22,65,25,48,31,19,24,36,54,32,48,34,39,25,55,29,40,32,35,46,31,37,44,31,44,26,40,40,28
Muestra__880,33,25,25,32,29,40,42,44,31,35,27,26,31,35,42,24,37,30,53,29,40,26,36,35,31,44,32,28,54,38
Muestra__881,29,33,53,44,35,37,55,33,46,33,35,24,34,34,26,40,25,30,34,45,40,40,58,31,33,30,29,32,NA,35
Muestra__882,38,22,36,40,52,48,55,43,35,32,46,31,33,44,55,34,31,31,48,31,32,46,31,33,27,38,24,33,34,40
Muestra__883,NA,33,33,37,35,40,50,26,43,31,27,65,27,36,32,47,36,45,24,25,27,40,31,28,34,48,33,40,22,37
Muestra__884,29,34,32,50,22,58,35,22,55,NA,35,35,27,24,40,40,28,34,40,36,27,46,42,27,55,26,35,46,30,28
Muestra__885,40,31,26,38,46,45,34,32,40,58,27,30,48,36,25,35,31,31,52,29,34,27,44,40,49,43,46,58,26,38
Muestra__886,35,26,30,44,22,36,27,27,44,24,28,31,28,35,42,25,48,35,58,27,35,32,47,31,34,24,40,32,27,29
Muestra__887,33,24,55,22,37,44,36,37,46,34,22,29,35,32,27,37,50,48,32,26,39,40,34,55,32,42,29,54,40,52
Muestra__888,34,31,38,42,33,NA,36,24,44,22,40,29,45,36,25,34,47,34,31,58,25,35,34,35,52,28,38,32,54,26
Muestra__889,28,29,45,29,35,53,44,31,34,24,33,29,35,43,38,55,50,25,32,24,32,38,33,38,44,40,34,40,31,NA
Muestra__890,45,26,32,46,34,40,44,27,25,30,26,24,35,54,22,31,46,31,31,46,24,35,35,45,40,31,44,42,33,63
Muestra__891,32,40,33,42,27,34,32,26,63,36,45,23,31,35,58,36,31,50,50,31,35,24,35,31,34,25,26,27,32,28
Muestra__892,25,52,24,31,40,40,30,38,36,25,34,35,40,44,54,46,32,37,38,31,31,31,50,26,34,27,35,26,65,43
Muestra__893,31,31,36,39,27,25,25,35,32,26,54,37,38,22,65,25,32,31,25,34,44,24,22,26,NA,29,53,48,38,50
Muestra__894,24,44,35,39,22,33,35,28,30,49,24,32,25,22,40,31,45,29,53,33,28,34,36,37,25,40,55,22,60,34
Muestra__895,40,58,36,35,44,27,22,36,32,55,30,31,23,22,52,35,39,39,30,37,42,31,33,40,25,24,24,33,31,33
Muestra__896,43,52,27,45,28,32,44,33,32,28,44,22,NA,60,36,47,25,50,24,40,29,31,48,26,29,26,29,24,63,46
Muestra__897,63,22,25,36,35,24,31,33,31,40,19,36,29,26,40,39,44,22,34,52,23,34,30,33,45,40,36,44,35,32
Muestra__898,35,33,24,27,36,22,27,49,40,60,28,48,31,31,25,34,26,36,38,40,40,37,29,27,46,35,33,38,22,46
Muestra__899,35,34,25,35,34,26,33,53,31,32,58,40,46,40,22,31,34,52,32,35,33,27,63,27,25,32,40,65,36,24
Muestra__900,29,65,32,32,34,40,28,19,31,22,40,34,22,32,31,38,30,25,32,33,35,32,40,31,25,36,33,35,58,39
Muestra__901,35,32,26,63,37,55,58,26,46,40,54,29,65,26,36,35,40,25,34,30,46,35,32,48,28,27,25,42,31,29
Muestra__902,52,25,55,27,30,32,36,27,34,46,27,40,31,40,33,34,34,31,30,29,25,24,26,34,39,35,31,32,42,NA
Muestra__903,31,40,37,46,65,31,65,31,34,24,35,31,32,34,28,30,40,36,29,46,35,33,45,36,55,22,55,32,33,40
Muestra__904,32,27,58,54,48,22,35,35,34,46,29,48,35,43,40,32,39,40,63,31,44,35,36,24,25,30,27,35,23,30
Muestra__905,46,34,45,40,40,33,34,19,44,31,65,40,43,26,34,34,25,36,63,45,29,35,46,26,22,37,28,31,29,27
Muestra__906,37,24,33,39,38,38,58,33,42,45,31,33,43,25,50,27,32,19,27,43,48,24,NA,36,28,26,50,65,40,35
Muestra__907,42,38,40,33,40,55,35,31,22,27,31,34,39,28,44,25,31,27,44,34,25,53,22,36,52,29,30,34,46,43
Muestra__908,43,28,43,48,60,37,34,27,33,34,50,44,26,38,31,44,40,34,29,35,46,24,27,42,27,29,26,40,34,65
Muestra__909,NA,60,34,27,63,32,46,34,35,33,35,24,22,22,24,29,35,34,48,34,38,39,29,31,52,33,37,27,40,40
Muestra__910,30,46,43,36,35,35,24,58,42,28,29,45,46,34,27,31,29,26,63,NA,32,35,31,37,60,42,23,26,38,43
Muestra__911,38,32,24,28,43,26,29,63,52,46,53,40,33,46,54,25,24,36,29,45,32,65,29,32,40,34,35,40,55,NA
Muestra__912,54,28,27,24,40,37,30,32,33,34,35,42,35,40,24,44,31,31,24,28,40,40,31,36,31,38,27,29,31,48
Muestra__913,19,34,27,28,35,54,37,33,26,48,40,50,29,38,36,39,40,34,27,35,27,52,42,27,30,24,45,44,60,38
Muestra__914,40,52,55,37,35,44,31,38,32,43,34,63,44,48,26,25,38,54,32,53,29,34,24,42,27,40,27,22,55,36
Muestra__915,31,26,65,27,46,32,23,35,55,32,28,28,34,24,NA,30,46,34,40,53,31,34,48,52,28,35,40,47,50,42
Muestra__916,40,38,29,31,32,44,60,26,34,35,34,19,25,48,27,49,31,46,27,34,25,34,45,27,46,31,31,33,31,40
Muestra__917,25,35,32,40,52,31,39,43,44,38,32,40,38,33,43,26,32,24,50,34,39,33,27,32,46,36,55,31,22,65
Muestra__918,24,53,28,25,33,37,35,42,36,24,55,25,28,27,39,37,NA,34,40,40,34,40,35,30,32,35,48,33,31,38
Muestra__919,26,22,31,27,28,32,44,NA,46,35,63,34,38,44,54,39,55,22,50,37,28,32,27,58,65,27,43,58,49,29
Muestra__920,33,40,25,42,31,31,60,63,31,53,38,NA,36,26,58,35,32,24,35,43,40,55,37,46,32,36,31,30,30,65
Muestra__921,28,28,49,19,29,40,42,38,22,31,52,46,28,35,26,30,27,52,29,33,32,34,NA,46,27,25,40,46,39,22
Muestra__922,58,27,42,34,40,33,40,26,29,58,24,55,30,40,34,39,36,44,45,32,34,31,34,22,53,47,31,37,32,34
Muestra__923,26,26,37,19,NA,36,32,33,44,32,25,30,31,24,27,48,31,31,39,35,31,23,55,34,31,52,34,35,40,29
Muestra__924,35,65,25,45,46,52,35,47,34,25,31,32,36,42,43,33,24,34,53,40,55,45,28,33,42,28,31,31,34,19
Muestra__925,63,52,28,33,34,45,50,25,40,28,32,25,37,29,33,NA,22,33,34,26,47,36,36,26,31,40,40,25,38,44
Muestra__926,35,29,31,33,22,31,36,28,32,31,35,36,40,35,40,58,27,36,38,33,31,46,34,65,35,30,34,33,29,NA
Muestra__927,22,33,44,40,42,49,35,27,25,45,38,31,47,32,31,50,22,32,40,31,33,34,44,28,26,32,24,34,31,38
Muestra__928,35,24,34,40,52,36,40,25,53,42,35,40,26,50,55,42,31,30,35,32,36,46,26,26,26,29,60,39,NA,35
Muestra__929,48,29,31,31,30,58,26,60,34,36,28,34,28,54,40,38,25,33,44,50,34,31,40,33,58,22,38,44,31,49
Muestra__930,29,29,36,50,22,35,54,35,27,55,26,37,35,39,40,25,52,27,38,40,40,43,26,32,31,34,30,27,33,28
Muestra__931,43,31,33,48,19,30,35,50,23,26,31,45,46,31,22,46,40,36,27,24,25,40,25,53,31,34,31,36,52,42
Muestra__932,30,26,19,45,NA,38,32,40,46,30,32,28,33,44,25,58,40,32,34,34,31,58,27,35,42,22,28,NA,31,35
Muestra__933,45,42,39,26,37,45,25,34,24,46,38,35,26,25,28,35,29,40,25,31,44,24,32,46,22,31,28,47,33,22
Muestra__934,37,31,19,22,22,27,44,43,35,44,53,25,31,42,31,27,65,60,32,32,33,27,26,25,35,33,46,29,39,34
Muestra__935,35,33,31,25,32,58,31,43,46,NA,32,29,24,31,37,27,27,35,40,26,44,23,27,46,55,34,31,52,60,42
Muestra__936,46,28,24,38,65,19,44,34,36,49,25,35,35,35,26,32,34,46,30,33,28,23,36,25,22,31,30,27,32,32
Muestra__937,48,25,40,46,49,32,40,24,46,42,28,36,29,40,33,25,27,32,30,55,29,43,52,35,34,48,35,35,33,24
Muestra__938,36,24,24,19,38,35,60,40,38,35,44,27,31,35,49,26,22,29,34,28,39,40,22,35,35,32,43,55,26,44
Muestra__939,28,31,NA,27,40,58,54,44,45,40,58,42,48,40,30,30,31,38,33,22,32,22,22,45,31,28,27,25,34,44
Muestra__940,46,33,24,31,50,24,35,45,33,49,26,35,30,27,33,31,34,38,27,26,32,42,24,46,28,46,29,60,26,63
Muestra__941,46,40,28,25,35,33,34,36,32,46,58,65,24,35,23,35,29,44,34,52,25,36,33,37,49,46,27,30,27,40
Muestra__942,27,58,39,22,24,38,32,27,46,63,34,45,32,29,40,31,NA,35,65,34,44,32,48,31,28,31,25,24,50,53
Muestra__943,26,50,45,27,32,34,52,46,19,35,25,26,26,44,33,35,29,40,32,44,54,42,26,23,27,25,27,52,36,24
Muestra__944,33,40,43,38,32,31,37,36,46,40,35,28,34,30,27,42,40,26,55,27,60,38,53,54,31,48,33,50,27,32
Muestra__945,48,38,34,40,27,31,22,26,65,25,49,40,32,35,37,53,24,32,38,35,40,29,25,39,34,55,46,45,36,39
Muestra__946,24,33,46,25,32,42,23,48,29,50,31,25,65,35,55,42,31,53,28,35,45,34,40,27,24,40,44,35,35,31
Muestra__947,30,37,25,46,44,27,32,38,42,28,53,35,58,31,44,43,35,46,63,36,39,33,28,36,55,40,39,24,32,43
Muestra__948,33,32,45,35,28,28,44,48,36,22,55,27,31,34,53,35,40,52,27,35,34,40,31,42,NA,30,34,45,33,35
Muestra__949,55,37,22,32,46,32,39,22,58,48,23,35,28,42,27,34,47,24,31,35,48,28,38,35,26,26,27,38,26,42
Muestra__950,34,28,46,42,27,54,39,29,24,33,24,46,35,31,24,55,45,NA,25,35,43,40,32,47,40,24,33,25,44,28
Muestra__951,35,30,35,33,32,40,37,22,35,32,40,31,37,49,32,33,31,42,34,27,36,24,25,33,28,29,35,27,26,32
Muestra__952,25,50,22,32,35,19,36,65,40,42,42,26,45,27,33,60,35,24,26,49,31,25,47,40,44,32,32,43,35,55
Muestra__953,26,36,58,35,24,28,31,50,42,22,29,26,47,27,29,22,45,55,37,25,39,NA,35,36,58,46,44,32,36,24
Muestra__954,65,24,47,22,54,44,25,30,45,36,58,48,46,40,40,31,22,31,46,32,33,31,26,25,37,32,29,NA,33,55
Muestra__955,27,22,27,24,31,42,33,29,32,55,33,49,36,38,35,52,35,24,34,40,38,35,26,35,31,19,25,30,28,40
Muestra__956,34,27,34,31,55,40,52,63,24,31,19,33,32,60,45,24,40,40,25,34,38,40,24,24,31,40,28,32,65,40
Muestra__957,26,44,49,22,58,47,44,27,35,65,22,26,48,39,34,26,31,32,38,55,NA,29,63,42,26,33,40,19,33,32
Muestra__958,32,55,38,35,53,49,39,45,42,28,32,31,26,50,33,35,36,35,28,35,40,31,22,33,31,34,26,38,42,34
Muestra__959,47,42,37,34,40,48,34,28,52,44,29,32,43,31,28,26,32,31,24,27,42,38,48,25,24,46,22,35,46,34
Muestra__960,33,35,33,60,36,33,45,40,34,32,26,36,31,40,35,NA,26,24,43,19,44,28,44,39,40,31,30,65,27,27
Muestra__961,26,42,33,24,35,33,53,44,34,55,40,55,52,54,40,49,40,26,37,31,45,NA,43,39,45,34,22,52,38,35
Muestra__962,38,31,26,42,40,35,22,31,31,26,46,44,45,42,33,34,54,33,34,55,48,50,25,32,49,53,35,27,47,52
Muestra__963,25,33,33,43,29,24,40,30,40,39,31,40,31,24,35,40,47,65,31,35,25,30,44,32,32,30,32,55,35,26
Muestra__964,40,32,48,32,39,65,31,46,34,24,40,27,42,38,36,37,33,NA,22,32,40,31,24,50,31,60,32,58,47,43
Muestra__965,28,38,26,27,NA,36,50,26,47,44,65,25,63,33,19,35,34,30,31,32,40,58,30,25,35,45,36,24,46,39
Muestra__966,35,48,31,30,28,53,35,50,50,35,NA,45,46,65,27,42,52,34,35,33,25,31,31,22,33,44,22,49,40,58
Muestra__967,31,31,38,31,24,53,63,29,24,34,35,39,38,48,33,36,44,33,52,24,35,43,48,23,NA,NA,55,40,26,34
Muestra__968,39,35,33,22,24,27,29,33,28,65,25,40,24,33,26,34,29,34,34,31,31,22,22,32,25,24,47,31,54,27
Muestra__969,55,35,22,28,65,32,31,26,31,42,33,28,31,35,31,33,36,26,43,47,27,32,40,55,46,29,39,27,58,34
Muestra__970,40,27,28,27,22,42,27,24,39,28,32,25,32,49,30,37,45,35,30,35,48,33,33,46,34,52,33,46,47,22
Muestra__971,52,29,40,22,33,30,34,33,30,31,55,40,36,22,33,52,34,24,25,60,32,63,27,34,37,38,31,40,36,45
Muestra__972,35,34,31,31,32,46,43,24,35,35,46,28,33,42,47,52,29,33,27,55,58,24,34,34,31,34,29,36,NA,33
Muestra__973,32,25,35,40,32,40,60,40,46,34,44,25,35,24,31,29,35,25,22,28,42,34,40,36,26,26,46,30,28,32
Muestra__974,48,40,34,36,34,25,31,31,29,46,26,37,27,34,40,25,40,46,35,44,42,27,29,32,24,29,58,45,26,35
Muestra__975,39,24,34,32,33,26,42,28,30,45,32,35,31,47,23,37,38,40,45,25,40,34,46,24,55,38,65,52,34,29
Muestra__976,31,42,63,52,29,30,24,44,45,65,34,31,26,44,36,40,37,31,36,27,60,27,31,31,38,35,26,24,35,32
Muestra__977,28,27,32,28,30,37,40,42,26,35,33,55,60,43,34,32,34,55,33,46,34,33,46,NA,36,52,NA,46,35,58
Muestra__978,35,31,54,35,34,22,29,55,42,26,34,38,46,27,31,44,32,36,29,60,39,65,25,33,53,44,NA,35,35,42
Muestra__979,31,27,52,45,24,24,32,38,35,35,34,34,35,48,26,40,32,42,55,33,46,27,40,44,35,55,58,35,31,35
Muestra__980,63,31,36,31,37,26,36,27,34,28,34,30,38,34,40,35,33,43,32,45,44,46,40,34,22,65,28,58,27,25
Muestra__981,28,36,40,55,45,25,32,58,39,50,31,27,47,NA,19,36,31,55,22,27,34,33,53,22,25,32,32,35,28,38
Muestra__982,46,65,45,35,31,49,22,33,27,44,26,54,42,55,22,24,44,22,33,36,34,46,37,65,36,32,19,38,27,40
Muestra__983,33,31,40,40,58,43,27,34,34,25,24,NA,29,44,35,40,34,34,32,49,19,58,36,36,30,27,32,31,25,29
Muestra__984,34,31,23,30,24,31,65,46,35,50,34,52,27,24,40,29,42,27,NA,45,31,36,31,44,33,29,35,25,31,46
Muestra__985,38,33,52,37,40,19,33,65,34,46,31,32,40,26,45,53,32,33,NA,31,39,31,37,25,22,22,58,30,44,26
Muestra__986,44,34,34,40,40,24,NA,25,33,35,29,26,38,40,23,22,22,55,32,30,32,50,37,24,40,36,46,65,53,27
Muestra__987,27,58,50,36,63,40,46,24,NA,29,24,46,44,55,40,35,49,29,31,35,52,34,27,31,27,33,55,31,32,35
Muestra__988,35,32,30,35,32,24,40,54,42,31,31,45,34,33,36,36,42,55,38,37,33,44,27,46,39,23,26,44,27,38
Muestra__989,40,34,44,31,25,26,42,31,37,26,22,19,33,31,45,39,27,50,45,32,24,28,35,43,32,31,36,35,36,35
Muestra__990,31,25,35,27,33,34,36,38,44,33,44,40,22,31,26,46,37,36,34,63,24,35,22,40,31,40,32,55,45,31
Muestra__991,34,NA,48,65,30,49,24,44,37,35,26,52,36,35,31,39,25,19,37,26,65,33,47,42,45,30,26,31,46,43
Muestra__992,25,24,24,37,52,28,28,27,35,35,48,40,43,33,26,38,25,50,39,NA,19,31,24,28,35,31,22,54,26,24
Muestra__993,55,63,25,33,58,38,32,31,32,52,49,44,24,31,26,26,35,40,39,35,32,42,22,25,43,45,45,33,31,65
Muestra__994,32,35,34,54,43,22,55,46,48,33,40,25,45,35,55,33,36,38,37,19,42,49,35,40,55,34,40,63,28,36
Muestra__995,34,34,29,26,45,46,52,27,24,40,31,40,32,33,33,26,33,49,58,34,38,40,55,28,27,33,35,50,45,31
Muestra__996,26,60,42,26,40,25,32,53,46,43,54,40,38,37,23,48,40,33,38,42,24,27,34,50,32,NA,31,32,36,33
Muestra__997,47,35,22,25,55,19,29,31,24,24,34,63,32,32,37,30,29,46,26,32,50,35,42,28,40,45,35,33,26,39
Muestra__998,33,38,35,26,25,36,30,24,31,46,48,33,27,33,40,44,37,53,52,33,24,46,44,43,34,42,55,25,22,50
Muestra__999,24,37,35,40,54,32,27,29,33,26,26,22,46,27,38,28,52,42,26,65,46,26,30,31,22,32,55,19,31,40
Muestra__1000,35,26,39,40,33,35,NA,24,34,26,27,39,28,27,22,40,23,31,43,38,46,46,36,33,33,52,38,32,34,29
Muestra__1001,33,40,33,35,28,55,46,40,34,37,48,24,44,27,35,28,54,22,46,46,37,22,36,40,NA,42,30,36,38,52
Muestra__1002,29,26,24,30,33,34,32,31,33,24,49,40,45,30,55,38,46,36,58,36,34,NA,33,26,40,NA,34,22,48,31
Muestra__1003,53,46,31,60,50,32,50,NA,34,40,33,25,37,35,36,31,35,34,27,40,24,34,42,29,26,40,33,55,52,29
Muestra__1004,29,34,44,28,36,31,30,27,27,43,26,42,19,44,65,42,27,46,35,55,35,22,33,35,40,26,65,24,32,55
Muestra__1005,25,52,35,24,26,32,23,31,24,35,53,63,34,37,37,35,37,40,35,27,42,34,27,45,34,43,36,22,44,19
Muestra__1006,26,44,35,37,46,35,43,30,24,31,34,32,35,34,45,28,NA,34,30,63,25,48,46,35,40,35,25,37,32,33
Muestra__1007,38,35,34,27,52,31,33,45,63,34,55,28,42,35,28,22,34,40,34,48,40,46,32,31,35,36,32,24,22,29
Muestra__1008,27,47,46,26,36,43,22,38,34,27,27,33,44,34,28,26,31,32,45,24,37,26,26,58,24,NA,48,35,60,45
Muestra__1009,38,29,26,63,33,55,34,33,33,65,27,54,65,35,26,31,22,33,34,60,35,30,31,47,35,36,34,40,44,26
Muestra__1010,22,55,28,34,19,31,43,31,58,25,29,50,26,39,54,31,50,34,46,40,34,24,32,60,24,22,39,40,46,22
Muestra__1011,29,31,25,26,44,54,NA,49,46,36,55,28,34,32,28,35,33,31,58,36,31,23,NA,27,37,32,24,40,40,35
Muestra__1012,25,29,35,60,36,24,34,63,47,26,28,52,29,31,31,29,45,26,55,34,27,55,24,40,34,42,50,43,65,24
Muestra__1013,37,31,24,45,39,26,22,27,38,46,27,34,40,55,54,34,34,26,58,37,34,37,25,35,52,31,NA,35,34,25
Muestra__1014,48,46,33,40,40,31,34,35,32,24,45,46,33,60,38,29,50,26,27,31,32,53,63,33,33,30,26,47,38,30
Muestra__1015,27,44,43,31,35,33,40,39,24,45,32,65,28,40,50,55,35,54,52,33,44,30,33,28,27,32,37,42,NA,45
Muestra__1016,22,33,36,55,31,32,27,32,31,31,44,48,31,32,30,35,52,40,31,43,26,27,45,37,28,NA,26,40,40,39
Muestra__1017,36,48,36,38,35,36,40,28,45,50,37,44,25,31,52,NA,29,29,34,47,22,28,33,26,65,63,35,29,19,34
Muestra__1018,40,55,34,31,26,35,42,40,33,40,44,31,35,60,33,39,55,23,46,40,25,33,24,31,46,32,27,44,34,35
Muestra__1019,26,34,40,35,26,43,34,28,32,33,NA,NA,46,50,63,40,55,33,31,38,52,35,46,42,34,46,52,24,45,35
